"","seqnames","start","end","width","strand","gene_id","gene_source","gene_biotype","gene_name","symbol","root","characterized","cis_eqtl","pval_eqtl","cis_sqtl","pval_sqtl","ld","xpclr","fst"
"731","3",144977933,144984816,6884,"+","Zm00001d041950","gramene","protein_coding","","",TRUE,FALSE,NA,NA,NA,NA,NA,9.2727867454118,0.2360996
"732","3",144984922,144986824,1903,"-","Zm00001d041951","gramene","protein_coding","","",TRUE,FALSE,NA,NA,NA,NA,NA,9.2727867454118,0.233997777777778
"733","3",145231555,145243639,12085,"+","Zm00001d041953","gramene","protein_coding","","",TRUE,FALSE,NA,NA,NA,NA,NA,15.0974568917273,0.2297875
"734","3",145309002,145313254,4253,"-","Zm00001d041954","gramene","protein_coding","","",TRUE,FALSE,NA,NA,NA,NA,NA,10.0974383637273,0.223087090909091
"735","3",145502932,145505218,2287,"-","Zm00001d041955","gramene","protein_coding","","",TRUE,FALSE,NA,NA,NA,NA,NA,9.84481553716667,0.207732
"736","3",147031216,147034710,3495,"-","Zm00001d042005","gramene","protein_coding","","cl5001_1a",TRUE,FALSE,"3-146012627",3.13672274298947e-20,NA,NA,NA,6.832825808,0.2288504
"737","3",147121999,147125415,3417,"-","Zm00001d000625","gramene","lincRNA","","",FALSE,FALSE,NA,NA,NA,NA,NA,6.5501752152,0.2724972
"738","3",147174398,147175561,1164,"-","Zm00001d042007","gramene","protein_coding","","",TRUE,FALSE,NA,NA,NA,NA,NA,6.232421567,0.2537815
"739","3",147850935,147851174,240,"-","Zm00001d042030","gramene","protein_coding","","",TRUE,FALSE,"3-146757331",2.71183373465282e-10,NA,NA,NA,7.4031424916,0.184999
"740","3",147915721,147920794,5074,"-","Zm00001d042031","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,7.4849968255,0.184999
"741","3",147922187,147922259,73,"+","Zm00001d042032","gramene","tRNA","","",FALSE,FALSE,NA,NA,NA,NA,NA,7.51365493166667,0.184999
"742","3",147924756,147927230,2475,"-","Zm00001d042033","gramene","protein_coding","","",TRUE,FALSE,NA,NA,NA,NA,NA,7.51365493166667,0.184999
"743","3",156422305,156423867,1563,"+","Zm00001d042216","gramene","protein_coding","glutathione S-transferase4","",TRUE,FALSE,"3-155016703",2.31497529031156e-16,NA,NA,NA,7.164217209,0.183959
"744","3",156522883,156523445,563,"-","Zm00001d042217","gramene","protein_coding","","cl18204_1",FALSE,FALSE,NA,NA,NA,NA,NA,8.007097322875,0.187589
"745","3",156527050,156527938,889,"+","Zm00001d042218","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,8.007097322875,0.187589
"746","3",156831552,156832098,547,"+","Zm00001d042226","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,6.2694473875,0.1803135
"747","3",157173877,157174809,933,"-","Zm00001d042237","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,11.0215274616,0.208516
"748","3",157236987,157237646,660,"+","Zm00001d042239","gramene","protein_coding","","",TRUE,FALSE,NA,NA,NA,NA,NA,9.93937868375,0.238413142857143
"749","3",157297397,157302096,4700,"+","Zm00001d042241","gramene","protein_coding","","",TRUE,FALSE,NA,NA,NA,NA,NA,7.64470833233333,0.2362784
"750","3",157314060,157314166,107,"+","Zm00001d042242","gramene","tRNA","","",FALSE,FALSE,NA,NA,NA,NA,NA,7.69337182055556,0.208279333333333
"751","3",157316082,157316822,741,"+","Zm00001d042243","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,7.69337182055556,0.208279333333333
"752","3",160130135,160132289,2155,"-","Zm00001d042308","gramene","protein_coding","","",TRUE,FALSE,NA,NA,NA,NA,NA,13.0343118381084,0.213507
"753","3",160269957,160273101,3145,"+","Zm00001d042309","gramene","protein_coding","","",TRUE,FALSE,"3-158671382",3.03123291656416e-15,NA,NA,NA,6.46291283527829,0.289560142857143
"754","3",160277115,160277872,758,"-","Zm00001d042310","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,6.46291283527829,0.289560142857143
"755","3",168517515,168521580,4066,"+","Zm00001d042463","gramene","protein_coding","ARR-B-transcription factor 6","arr6",TRUE,FALSE,NA,NA,NA,NA,NA,9.44690999475,0.227464
"756","3",168523227,168532465,9239,"+","Zm00001d042464","gramene","protein_coding","","",TRUE,FALSE,"3-166077650",1.77941721930696e-10,"3-166077602",1.78165675550048e-11,0.343697829716194,9.44690999475,0.227464
"757","3",168599356,168602675,3320,"-","Zm00001d042467","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,10.4114489342857,0.242178
"758","3",168625125,168637170,12046,"+","Zm00001d042468","gramene","protein_coding","","smc2",TRUE,TRUE,NA,NA,NA,NA,NA,9.52021320057143,0.254938571428571
"759","3",168636576,168651034,14459,"-","Zm00001d042469","gramene","protein_coding","","IDP667",TRUE,TRUE,NA,NA,"3-166006388",1.14406402054783e-10,NA,9.61026803633333,0.252669777777778
"760","3",168688446,168712549,24104,"+","Zm00001d042470","gramene","protein_coding","","umc1973",TRUE,FALSE,"3-166046206",4.55730152358302e-38,"3-166128246",9.70897421706927e-51,0.747048696507625,9.232165143,0.246155384615385
"761","3",168689384,168692514,3131,"-","Zm00001d042471","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,9.24773079672727,0.249033636363636
"762","3",168768639,168770255,1617,"-","Zm00001d042472","gramene","protein_coding","GRAS-transcription factor 7","gras7",FALSE,FALSE,NA,NA,NA,NA,NA,8.611150091125,0.228524666666667
"763","3",183963175,183966180,3006,"+","Zm00001d042920","gramene","protein_coding","WUSCHEL-related homeobox 2a`","wox2a",FALSE,FALSE,NA,NA,NA,NA,NA,8.6901010045,0.201077
"764","3",183967671,183969318,1648,"-","Zm00001d000665","gramene","lincRNA","","",FALSE,FALSE,NA,NA,NA,NA,NA,8.6901010045,0.201077
"765","3",183994758,183996320,1563,"+","Zm00001d042921","gramene","protein_coding","","",TRUE,FALSE,NA,NA,NA,NA,NA,10.5485786148,0.242168
"766","3",184004259,184007974,3716,"-","Zm00001d042922","gramene","protein_coding","","hsp6",TRUE,TRUE,NA,NA,NA,NA,NA,10.7548156271667,0.2500705
"767","3",184012440,184018415,5976,"-","Zm00001d042923","gramene","protein_coding","","",TRUE,FALSE,NA,NA,NA,NA,NA,10.9107215348571,0.258767285714286
"768","3",184019008,184020913,1906,"-","Zm00001d042924","gramene","protein_coding","","",TRUE,FALSE,NA,NA,NA,NA,NA,10.931801436625,0.264158625
"769","3",184029510,184030249,740,"+","Zm00001d042925","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,10.8202018462222,0.266054333333333
"770","3",190100184,190103976,3793,"-","Zm00001d043144","gramene","protein_coding","","",TRUE,FALSE,"3-187226654",2.28447776571627e-57,NA,NA,NA,9.2090597385,0.1910318
"771","3",190104392,190107930,3539,"-","Zm00001d043145","gramene","protein_coding","","cl37306_1",TRUE,FALSE,"3-187223674",2.35230582392378e-15,NA,NA,NA,9.2090597385,0.1910318
"772","3",190108063,190112698,4636,"+","Zm00001d043146","gramene","protein_coding","ribonuclease III domain protein1","rnc1",TRUE,TRUE,NA,NA,NA,NA,NA,9.6725750136,0.1967835
"773","3",190146935,190151131,4197,"-","Zm00001d043147","gramene","protein_coding","","si605036g08a",TRUE,FALSE,"3-187281230",7.67125034251664e-20,NA,NA,NA,9.63139842466667,0.203961142857143
"774","3",190152574,190154270,1697,"-","Zm00001d043148","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,9.63139842466667,0.203961142857143
"775","3",190157000,190162325,5326,"-","Zm00001d043149","gramene","protein_coding","","",TRUE,FALSE,"3-187313549",9.85706430945147e-44,NA,NA,NA,9.58575401057143,0.208953
"776","3",190207243,190210350,3108,"-","Zm00001d043150","gramene","protein_coding","","cdpk26",FALSE,TRUE,NA,NA,NA,NA,NA,8.85993189257143,0.236017428571429
"777","3",190214692,190220053,5362,"-","Zm00001d043151","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,8.44311187085714,0.234009714285714
"778","3",190249713,190264424,14712,"-","Zm00001d043152","gramene","protein_coding","","pco084866",TRUE,FALSE,"3-187395846",1.04823986887456e-37,NA,NA,NA,8.6657538047,0.227931
"779","3",190250038,190259712,9675,"+","Zm00001d043153","gramene","protein_coding","bZIP-transcription factor 56","obf3",TRUE,TRUE,"3-187351010",1.52415252673499e-21,"3-187380440",7.97330248420505e-31,0.925947925947926,8.4914084955,0.225544
"780","3",190265103,190265958,856,"+","Zm00001d043154","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,8.490016880125,0.222922285714286
"781","3",190313504,190317464,3961,"+","Zm00001d043155","gramene","protein_coding","","",TRUE,FALSE,NA,NA,NA,NA,NA,8.335199504875,0.208266333333333
"782","3",192673272,192675998,2727,"+","Zm00001d043233","gramene","protein_coding","","",TRUE,FALSE,NA,NA,NA,NA,NA,13.4783204755726,0.184444
"783","3",192678071,192679192,1122,"-","Zm00001d043234","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,13.4783204755726,0.184444
"784","3",193126552,193127819,1268,"-","Zm00001d043246","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,6.7247792148,0.1838142
"785","3",193129483,193136306,6824,"+","Zm00001d043247","gramene","protein_coding","","",TRUE,FALSE,NA,NA,NA,NA,NA,6.7247792148,0.1838142
"786","3",197238680,197239330,651,"+","Zm00001d043346","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,21.3535596452,0.222194
"787","3",197331734,197338751,7018,"+","Zm00001d043348","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,11.72502545,0.181014
"788","3",197409841,197413468,3628,"-","Zm00001d043350","gramene","protein_coding","","aas7",TRUE,TRUE,NA,NA,NA,NA,NA,9.421360212,0.1794735
"789","3",197949318,197949674,357,"+","Zm00001d043371","gramene","protein_coding","","",TRUE,FALSE,"3-195062683",2.6552089145116e-13,NA,NA,NA,6.4873134941367,0.185416
"790","3",199284014,199285462,1449,"-","Zm00001d043423","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,10.8328017794,0.1919715
"791","3",201457512,201458756,1245,"-","Zm00001d043478","gramene","protein_coding","","",TRUE,FALSE,NA,NA,NA,NA,NA,12.4000070849,0.19335
"792","3",201465990,201469783,3794,"-","Zm00001d043479","gramene","protein_coding","","umc1399",TRUE,TRUE,NA,NA,"3-199075453",1.52139509810188e-12,NA,11.830627173,0.1937265
"793","3",201473205,201476633,3429,"-","Zm00001d043480","gramene","protein_coding","","",TRUE,FALSE,"3-198465199",5.8058843987504e-20,"3-198465199",1.0152247619272e-27,1,11.236988501375,0.209645666666667
"794","3",202333699,202335784,2086,"+","Zm00001d043509","gramene","protein_coding","","pme40",FALSE,TRUE,NA,NA,NA,NA,NA,7.83785815,0.419576
"795","3",202337387,202341138,3752,"-","Zm00001d043510","gramene","protein_coding","","",TRUE,FALSE,"3-199325372",4.08549498342431e-14,"3-199324213",5.15428527181675e-39,0.469574772913337,8.0661984395,0.4337885
"796","3",202355009,202361480,6472,"+","Zm00001d043511","gramene","protein_coding","hexokinase5","hex5",TRUE,TRUE,NA,NA,NA,NA,NA,7.71037634066667,0.385771666666667
"797","3",202361988,202365947,3960,"-","Zm00001d043512","gramene","protein_coding","","",TRUE,FALSE,NA,NA,NA,NA,NA,7.71037634066667,0.385771666666667
"798","3",202368413,202388807,20395,"+","Zm00001d043513","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,7.71037634066667,0.385771666666667
"799","3",202391370,202392323,954,"+","Zm00001d043514","gramene","protein_coding","","IDP1617",TRUE,TRUE,NA,NA,NA,NA,NA,7.71037634066667,0.385771666666667
"800","3",202396755,202399107,2353,"-","Zm00001d043515","gramene","protein_coding","Aux/IAA-transcription factor 12","iaa12",TRUE,FALSE,NA,NA,"3-199377891",2.47239011760329e-22,NA,7.71037634066667,0.385771666666667
"801","3",202753379,202757025,3647,"-","Zm00001d043527","gramene","protein_coding","","cl10657_1",TRUE,FALSE,NA,NA,NA,NA,NA,8.6449130448,0.18305
"802","3",202844949,202846435,1487,"-","Zm00001d043528","gramene","protein_coding","","alm3",TRUE,TRUE,"3-200949771",7.23949204534101e-13,"3-200933073",3.46676216236813e-25,0.377662769492915,10.817899436125,0.2086183
"803","3",203929207,203933755,4549,"+","Zm00001d043562","gramene","protein_coding","","",TRUE,FALSE,NA,NA,NA,NA,NA,8.979588075,0.2087705
"804","3",203950868,203960201,9334,"-","Zm00001d043563","gramene","protein_coding","","",TRUE,FALSE,NA,NA,NA,NA,NA,7.12989059933333,0.208078
"805","3",204006460,204007979,1520,"-","Zm00001d043564","gramene","protein_coding","","",TRUE,FALSE,NA,NA,NA,NA,NA,6.9791790715,0.208078
"806","3",204176864,204179956,3093,"+","Zm00001d043565","gramene","protein_coding","","",TRUE,FALSE,NA,NA,NA,NA,NA,13.0311520015,0.23926825
"807","3",204182964,204191395,8432,"+","Zm00001d043566","gramene","protein_coding","","",TRUE,FALSE,"3-201071104",3.54981706245657e-17,"3-201071436",1.16595529926268e-44,0.886665958511081,13.0311520015,0.23926825
"808","3",204196465,204196785,321,"-","Zm00001d043567","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,11.8819053542,0.217144333333333
"809","3",204196565,204197341,777,"+","Zm00001d043568","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,11.8819053542,0.217144333333333
"810","3",204199572,204201279,1708,"+","Zm00001d043569","gramene","protein_coding","WRKY-transcription factor 29","wrky29",TRUE,FALSE,NA,NA,NA,NA,NA,11.8819053542,0.217144333333333
"811","3",204497738,204498996,1259,"+","Zm00001d043590","gramene","protein_coding","","",TRUE,FALSE,NA,NA,NA,NA,NA,8.8221750024,0.207564
"812","3",204507554,204508408,855,"+","Zm00001d043591","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,9.412711153,0.2123365
"813","3",204511408,204518066,6659,"-","Zm00001d043592","gramene","protein_coding","","",TRUE,FALSE,NA,NA,NA,NA,NA,9.81244359942857,0.216004
"814","3",204522851,204525456,2606,"-","Zm00001d043593","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,10.1668002005,0.2212275
"815","3",204592723,204595734,3012,"-","Zm00001d043595","gramene","protein_coding","","pco066096b",TRUE,FALSE,"3-201535883",1.49581197326665e-46,NA,NA,NA,9.86115971425,0.223737428571429
"816","3",204658923,204659819,897,"-","Zm00001d043596","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,6.7584433285,0.203135
"817","3",204721697,204721769,73,"-","Zm00001d043597","gramene","tRNA","","",FALSE,FALSE,NA,NA,NA,NA,NA,6.41396684075,0.222747333333333
"818","3",204722247,204732334,10088,"-","Zm00001d043598","gramene","protein_coding","","",TRUE,FALSE,NA,NA,NA,NA,NA,6.41396684075,0.222747333333333
"819","3",208785996,208787123,1128,"+","Zm00001d043738","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,7.96526774152307,0.1915096
"820","3",208790149,208799052,8904,"-","Zm00001d043739","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,9.33847240420019,0.1915096
"821","3",208800675,208802444,1770,"+","Zm00001d043740","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,9.89949535957044,0.19476225
"822","3",208812098,208813525,1428,"-","Zm00001d043741","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,10.4180080138731,0.196552666666667
"823","3",208947201,208952491,5291,"-","Zm00001d043745","gramene","protein_coding","","",TRUE,FALSE,"3-205550536",1.07023437860398e-39,"3-205558309",2.37780974683762e-82,0.0683809228756819,20.800172360252,0.2036767
"824","3",208949519,208949581,63,"-","ENSRNA049474470","Ensembl_Plants","snoRNA","snoR101","",FALSE,FALSE,NA,NA,NA,NA,NA,20.8247250815772,0.206144888888889
"825","3",208954641,208954887,247,"-","ENSRNA049997182","Ensembl_Plants","pre_miRNA","zma-MIR11970","",FALSE,FALSE,NA,NA,NA,NA,NA,20.9045969455748,0.2036767
"826","3",208960224,208960337,114,"+","ENSRNA049474421","Ensembl_Plants","snoRNA","snoZ278","",FALSE,FALSE,NA,NA,NA,NA,NA,20.9150485429684,0.205937333333333
"827","3",209010081,209010945,865,"+","Zm00001d043747","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,16.7315092583,0.19829125
"828","3",209015694,209017194,1501,"+","Zm00001d043748","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,16.7315092583,0.19829125
"829","3",209022667,209024539,1873,"-","Zm00001d043750","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,16.1499732958889,0.195001666666667
"830","3",209046887,209048020,1134,"+","Zm00001d043751","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,14.5146268182857,0.181463
"831","3",209087178,209088617,1440,"+","Zm00001d043752","gramene","protein_coding","","",TRUE,FALSE,NA,NA,NA,NA,NA,10.0537464378333,0.209888666666667
"832","3",209098720,209101167,2448,"-","Zm00001d043753","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,11.1398296498571,0.2221158
"833","3",209101168,209106344,5177,"-","Zm00001d043754","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,11.3111314193333,0.2221158
"834","3",209118904,209119836,933,"+","Zm00001d043756","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,13.017099872,0.227376833333333
"835","3",209128726,209130078,1353,"+","Zm00001d043757","gramene","protein_coding","","",TRUE,FALSE,"3-205696596",2.60883808581845e-51,NA,NA,NA,15.616513168875,0.24042975
"836","3",209173304,209176266,2963,"-","Zm00001d043759","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,20.6994316815,0.2580032
"837","3",209177427,209177753,327,"-","Zm00001d043760","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,20.6994316815,0.2580032
"838","3",209228407,209235345,6939,"-","Zm00001d043762","gramene","protein_coding","","",TRUE,FALSE,"3-205853304",3.94980355082281e-19,NA,NA,NA,21.0598435255455,0.243825
"839","3",209274641,209298189,23549,"-","Zm00001d043764","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,13.5981727411818,0.217636833333333
"840","3",209275481,209277669,2189,"+","Zm00001d043765","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,14.1330288498,0.217636833333333
"841","3",209298709,209308984,10276,"-","Zm00001d043766","gramene","protein_coding","","",TRUE,FALSE,"3-205924239",3.45686860130888e-46,"3-205892650",2.16496050647579e-23,0.526536972721169,11.9668079353333,0.2151905
"842","3",209626178,209629716,3539,"-","Zm00001d043771","gramene","protein_coding","","peamt1",TRUE,FALSE,"3-206245051",1.13580127616432e-37,"3-206260708",2.44282557353062e-91,0.11304347826087,8.52068100416667,0.19626875
"843","3",209660488,209667099,6612,"-","Zm00001d043773","gramene","protein_coding","","",TRUE,FALSE,"3-206267272",6.10931311433284e-16,"3-206264293",2.37770538023033e-58,0.0505754477260377,7.8618607515,0.192565
"844","3",209669024,209669484,461,"+","Zm00001d000689","gramene","lincRNA","","",FALSE,FALSE,NA,NA,NA,NA,NA,7.8618607515,0.192565
"845","3",210436622,210437891,1270,"-","Zm00001d043798","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,19.04736505,0.215175666666667
"846","3",210454354,210455724,1371,"+","Zm00001d043799","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,20.800954081,0.215175666666667
"847","3",210455386,210456117,732,"+","Zm00001d000692","gramene","lincRNA","","",FALSE,FALSE,NA,NA,NA,NA,NA,20.800954081,0.215175666666667
"848","3",210461398,210469715,8318,"+","Zm00001d043800","gramene","protein_coding","","",TRUE,FALSE,"3-207013499",1.11680735700105e-12,"3-207034385",5.09301072654115e-11,0.0140634818867354,21.6482592075714,0.215175666666667
"849","3",210469627,210473757,4131,"-","Zm00001d043801","gramene","protein_coding","","",TRUE,FALSE,NA,NA,NA,NA,NA,21.6482592075714,0.215175666666667
"850","3",210519367,210521699,2333,"+","Zm00001d043803","gramene","protein_coding","","",TRUE,FALSE,NA,NA,NA,NA,NA,23.066146243,0.2295285
"851","3",210763568,210769215,5648,"+","Zm00001d043809","gramene","protein_coding","","",TRUE,FALSE,"3-207287722",3.06029810045115e-20,"3-207320831",2.83817921069321e-24,0.141564012487506,17.0668863980018,0.178562
"852","3",210770656,210770728,73,"+","Zm00001d043810","gramene","tRNA","","",FALSE,FALSE,NA,NA,NA,NA,NA,17.5900308864598,0.1824215
"853","3",210771432,210771504,73,"-","Zm00001d043811","gramene","tRNA","","",FALSE,FALSE,NA,NA,NA,NA,NA,17.5900308864598,0.1824215
"854","3",210771432,210771504,73,"-","ENSRNA049440749","Ensembl_Plants","tRNA","tRNA-Lys","",FALSE,FALSE,NA,NA,NA,NA,NA,17.5900308864598,0.1824215
"855","3",210777669,210778733,1065,"-","Zm00001d043812","gramene","protein_coding","isopentenyl transferase3B","ipt3B",FALSE,TRUE,NA,NA,NA,NA,NA,17.5900308864598,0.1824215
"856","3",211972760,211973212,453,"+","Zm00001d043847","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,7.13238559133333,0.257357222222222
"857","3",211979014,211979460,447,"+","Zm00001d043849","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,7.13238559133333,0.257357222222222
"858","3",211982404,211986343,3940,"-","Zm00001d043850","gramene","protein_coding","","",TRUE,FALSE,"3-208535620",2.90800356428075e-57,NA,NA,NA,7.13238559133333,0.2586009
"859","3",212034975,212041814,6840,"+","Zm00001d043851","gramene","protein_coding","","pza00538",TRUE,FALSE,"3-208371135",9.13615903852654e-18,NA,NA,NA,7.24003669175,0.246639333333333
"860","3",217194735,217222112,27378,"+","Zm00001d044026","gramene","protein_coding","","umc1320",TRUE,TRUE,"3-213600525",2.06999939207467e-13,"3-213628773",6.98968229539538e-55,0.0473370288557753,9.98400000775,0.208441142857143
"861","3",217222683,217222955,273,"+","Zm00001d044027","gramene","protein_coding","","vq21",TRUE,TRUE,NA,NA,NA,NA,NA,9.98400000775,0.208441142857143
"862","3",217226982,217228430,1449,"-","Zm00001d044028","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,9.98400000775,0.208441142857143
"863","3",217232128,217233633,1506,"-","Zm00001d044030","gramene","protein_coding","","",TRUE,FALSE,NA,NA,NA,NA,NA,9.92727701466667,0.208441142857143
"864","3",217267305,217268784,1480,"+","Zm00001d044031","gramene","protein_coding","","",TRUE,FALSE,"3-213672470",8.12649246506367e-12,NA,NA,NA,9.706942860875,0.19727625
"865","3",217270503,217273511,3009,"-","Zm00001d044032","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,9.66933809085714,0.190347
"866","3",217280240,217282156,1917,"+","Zm00001d044033","gramene","protein_coding","","AY109934",TRUE,TRUE,NA,NA,NA,NA,NA,9.58820633083333,0.184272
"867","3",217295175,217295784,610,"-","Zm00001d044034","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,9.4402293738,0.178141
"868","3",218602719,218606474,3756,"+","Zm00001d044084","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,6.63893352,0.197952
"869","3",218641048,218643758,2711,"+","Zm00001d044086","gramene","protein_coding","","",TRUE,FALSE,NA,NA,NA,NA,NA,6.63893352,0.197952
"870","3",220669297,220669369,73,"+","Zm00001d044155","gramene","tRNA","","",FALSE,FALSE,NA,NA,NA,NA,NA,9.6690818342,0.180214
"871","3",220678000,220680745,2746,"-","Zm00001d044156","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,9.68747764728571,0.180214
"872","3",220719688,220721950,2263,"+","Zm00001d044157","gramene","protein_coding","","",TRUE,FALSE,NA,NA,NA,NA,NA,9.58620679963636,0.180765333333333
"873","3",220964949,220966074,1126,"-","Zm00001d044168","gramene","protein_coding","HSF-transcription factor 23","hsftf23",FALSE,FALSE,NA,NA,NA,NA,NA,8.878562568125,0.198181375
"874","3",220990846,220991511,666,"-","Zm00001d044169","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,8.99731524066667,0.201197125
"875","3",221027748,221031882,4135,"-","Zm00001d044170","gramene","protein_coding","","AY111254",TRUE,TRUE,"3-217506555",3.26945897465356e-15,"3-217503724",8.34139021510217e-81,0.0271194884706878,9.13850933816667,0.2064192
"876","3",222090042,222095901,5860,"+","Zm00001d044216","gramene","protein_coding","bHLH-transcription factor 166","bhlh166",TRUE,FALSE,NA,NA,NA,NA,NA,6.95301872066667,0.1775165
"877","3",222098383,222099216,834,"+","Zm00001d000710","gramene","lincRNA","","",FALSE,FALSE,NA,NA,NA,NA,NA,6.95301872066667,0.1775165
"878","3",222101601,222104924,3324,"-","Zm00001d044217","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,6.95301872066667,0.1775165
"879","3",222119675,222122409,2735,"+","Zm00001d044219","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,6.95301872066667,0.1775165
"880","3",222353432,222371706,18275,"+","Zm00001d044222","gramene","protein_coding","","pco068905",TRUE,FALSE,NA,NA,NA,NA,NA,6.44862571411415,0.20802925
"881","3",222403426,222408891,5466,"-","Zm00001d044224","gramene","protein_coding","","",TRUE,FALSE,NA,NA,NA,NA,NA,6.7223440897685,0.222373571428571
"882","3",222412161,222422275,10115,"-","Zm00001d044225","gramene","protein_coding","","",TRUE,FALSE,"3-218882043",1.54608701985938e-12,NA,NA,NA,7.111906879373,0.228060375
"883","3",222427325,222434777,7453,"-","Zm00001d044226","gramene","protein_coding","","",TRUE,FALSE,"3-218887446",8.95986465437148e-41,"3-218887735",7.38801483649891e-69,0.0331138534710447,8.43604828590457,0.231904888888889
"884","3",222435850,222436323,474,"-","Zm00001d044227","gramene","protein_coding","","",TRUE,FALSE,"3-218917820",2.48140655200634e-09,NA,NA,NA,8.43604828590457,0.231904888888889
"885","3",222461984,222463639,1656,"-","Zm00001d044228","gramene","protein_coding","thiamine biosynthesis2","thi2",TRUE,TRUE,NA,NA,"3-218917465",5.18822613691673e-74,NA,11.7065363516586,0.237713857142857
"886","3",222536200,222537794,1595,"-","Zm00001d044230","gramene","protein_coding","","",TRUE,FALSE,"3-218974882",1.66461945033887e-22,NA,NA,NA,18.8217162342,0.187231
"887","3",222541223,222541468,246,"+","Zm00001d044231","gramene","protein_coding","","",TRUE,FALSE,"3-218982585",9.20645387679009e-30,NA,NA,NA,18.7994225583,0.187231
"888","3",222542813,222548835,6023,"-","Zm00001d044232","gramene","protein_coding","pco135758","pco135758",TRUE,FALSE,"3-218854173",7.83014098479527e-13,NA,NA,NA,18.7994225583,0.187231
"889","3",222555726,222558192,2467,"+","Zm00001d044233","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,18.8040508958,0.187231
"890","3",222721378,222722379,1002,"+","Zm00001d044235","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,12.152497217375,0.190379333333333
"891","3",222758012,222758257,246,"+","Zm00001d044237","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,10.3595848802,0.190379333333333
"892","3",222762009,222770043,8035,"+","Zm00001d044239","gramene","protein_coding","","",FALSE,FALSE,NA,NA,NA,NA,NA,9.783138095,0.190379333333333
